,blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragon,blueRiftHeralds,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragon,redRiftHeralds,blue_top_lane_first_tower,blue_mid_lane_first_tower,blue_bot_lane_first_tower,red_top_lane_first_tower,red_mid_lane_first_tower,red_bot_lane_first_tower,blue_earth_dragon,blue_air_dragon,blue_fire_dragon,blue_water_dragon,blue_elder_dragon,red_earth_dragon,red_air_dragon,red_fire_dragon,red_water_dragon,red_elder_dragon,blueWins
17556,27823,3993,45,9.0,321,61,0,10,14,16,43,9,1,0,1,0,0,1,0,0,0,0,28012,2517,44,8.8,338,57,0,14,10,15,50,9,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22411,48098,4513,71,14.2,172,0,0,39,32,90,26,0,1,1,3,3,0,0,1,0,0,0,42811,6016,67,13.4,147,0,0,32,39,57,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16865,25152,2219,44,8.8,350,52,0,11,11,11,52,8,0,0,0,0,0,0,0,0,0,0,26414,2459,46,9.2,359,72,0,11,11,8,28,10,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25725,27970,5275,47,9.4,380,74,0,10,16,8,38,10,0,0,2,1,1,0,0,0,0,1,29956,2000,49,9.8,387,76,0,16,10,20,58,12,1,0,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11220,25812,927,45,9.0,368,76,0,10,12,11,28,9,0,0,0,0,0,0,0,1,1,0,28812,3117,49,9.8,379,107,0,12,10,15,62,12,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
4830,19243,2158,38,7.6,253,57,0,3,25,5,28,6,0,0,0,0,0,0,0,0,0,0,37639,8180,51,10.2,401,84,0,25,3,25,28,14,1,0,5,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25855,24765,1835,44,8.8,278,94,0,7,19,12,26,12,0,0,0,0,0,0,0,1,2,0,31380,4165,48,9.6,346,72,0,19,7,17,36,8,1,0,3,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5344,26189,3949,48,9.6,363,95,0,9,7,10,42,6,1,0,1,0,0,1,0,1,1,0,22983,3678,47,9.4,361,76,0,7,9,2,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
24725,21770,3770,41,8.2,325,47,0,7,23,3,28,0,0,0,0,0,0,0,0,0,0,0,34804,8614,51,10.2,413,99,0,23,7,29,22,10,1,0,5,3,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
15316,31449,2526,50,10.0,368,98,0,19,13,24,48,11,1,0,1,0,0,1,0,1,2,0,27919,3561,46,9.2,348,75,0,13,19,14,103,16,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
21821,25308,2903,45,9.0,381,86,0,8,11,9,30,10,0,0,0,0,0,0,0,1,1,0,28281,3161,47,9.4,413,82,0,11,8,20,34,13,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12797,28417,4540,46,9.2,347,43,0,14,12,22,35,10,1,0,1,0,0,1,0,0,0,1,27025,4640,48,9.6,367,93,0,12,14,12,50,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17157,23560,2655,43,8.6,336,73,0,9,15,6,33,10,0,0,0,0,0,0,0,1,1,0,29192,5429,50,10.0,385,74,0,15,9,12,46,12,1,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15455,21723,2705,45,9.0,387,72,0,1,11,2,35,8,0,0,0,0,0,0,0,0,0,0,29173,4633,49,9.8,410,104,0,11,1,14,31,7,1,0,2,1,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3873,25353,3268,44,8.8,314,76,0,9,12,15,30,8,0,0,1,1,0,0,0,1,1,1,28867,3292,47,9.4,384,96,0,12,9,14,54,5,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
179,34180,5795,51,10.2,385,89,0,20,8,27,82,13,1,0,3,2,0,1,0,0,1,1,24037,1007,43,8.6,325,57,0,8,20,13,24,12,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
18633,27469,4009,48,9.6,363,64,0,13,7,14,26,9,0,0,0,0,0,0,0,1,1,1,24556,2436,45,9.0,382,71,0,7,13,6,29,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7436,28205,3530,45,9.0,335,73,0,14,7,24,25,8,1,0,1,0,0,1,0,1,2,0,24190,1875,42,8.4,363,54,0,7,14,9,24,6,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
18392,29681,3696,47,9.4,363,106,0,15,13,16,40,15,1,0,2,0,2,0,0,0,0,1,27870,2785,46,9.2,356,94,0,13,15,19,58,16,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
5958,44964,5127,69,13.8,120,0,0,31,45,65,12,0,0,0,0,0,0,0,0,0,0,0,50012,10962,74,14.8,171,0,0,45,31,83,0,0,1,1,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14110,22502,3034,42,8.4,382,62,0,3,11,3,29,10,0,0,0,0,0,0,0,0,0,0,28630,5412,47,9.4,383,87,0,11,3,19,45,12,1,0,2,0,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1800,28846,4148,46,9.2,379,104,0,12,17,5,55,7,0,0,0,0,0,0,0,0,0,1,30541,2381,49,9.8,354,83,0,17,12,24,25,9,1,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19417,24145,2127,44,8.8,330,69,0,8,8,13,27,10,0,0,0,0,0,0,0,0,0,0,25292,2472,45,9.0,391,83,0,8,8,9,38,13,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
14648,27667,3071,46,9.2,351,55,0,16,11,22,38,12,0,0,1,0,0,1,0,1,1,0,27123,2400,45,9.0,338,94,0,11,16,10,58,7,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
15082,27805,3077,47,9.4,350,93,0,10,7,9,26,11,1,0,2,0,1,1,0,1,2,1,26373,3473,46,9.2,325,92,0,7,10,9,34,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
6038,26729,3479,46,9.2,388,65,0,12,6,22,32,13,0,0,0,0,0,0,0,1,1,0,23964,3194,45,9.0,352,81,0,6,12,4,28,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8221,29099,6271,47,9.4,349,79,0,16,7,17,36,13,1,0,2,1,0,1,0,1,2,1,23908,5258,43,8.6,312,76,0,7,16,10,33,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
25849,27580,1515,47,9.4,405,80,0,11,10,10,33,6,0,0,1,0,0,1,0,1,1,0,26474,1561,48,9.6,390,72,0,10,11,10,29,11,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
13895,29770,2705,49,9.8,403,88,0,16,4,20,27,11,0,0,0,0,0,0,0,1,1,1,21080,905,41,8.2,283,61,0,4,16,8,30,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2801,23988,1528,45,9.0,367,69,0,6,19,5,27,12,0,0,0,0,0,0,0,0,0,0,34302,3242,53,10.6,362,127,0,19,6,21,30,13,1,0,4,1,2,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
18328,28934,3109,47,9.4,370,80,0,15,10,17,28,9,1,0,2,0,1,1,0,1,2,1,24417,3919,45,9.0,303,67,0,10,15,11,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
2922,25992,2587,45,9.0,378,82,0,9,3,9,30,14,1,0,1,0,0,1,0,0,0,1,22634,3564,44,8.8,376,64,0,3,9,2,56,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
23810,24267,1687,45,9.0,356,90,0,8,8,11,28,9,0,0,0,0,0,0,0,1,2,0,24796,2982,45,9.0,356,72,0,8,8,10,35,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
12856,22904,3904,43,8.6,320,70,0,5,24,5,34,10,0,0,0,0,0,0,0,0,0,0,31647,5457,51,10.2,392,53,0,24,5,21,25,18,1,1,4,1,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22748,24576,1456,43,8.6,304,69,0,9,23,14,54,10,0,0,0,0,0,0,0,0,1,0,32888,4048,51,10.2,363,104,0,23,9,28,121,5,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1245,28552,1682,48,9.6,332,76,0,12,3,16,31,11,0,0,1,0,1,0,0,0,0,1,23854,2009,44,8.8,395,81,0,3,12,3,34,9,1,0,2,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
20917,23523,2128,45,9.0,313,75,0,7,17,10,36,7,0,0,0,0,0,0,0,0,0,0,31207,3442,48,9.6,381,95,0,17,7,18,26,13,1,0,3,1,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4053,29945,3345,48,9.6,315,61,0,20,10,28,30,13,1,0,1,0,1,0,0,0,1,1,25075,4245,47,9.4,296,67,0,10,20,11,28,10,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
5931,33885,6590,50,10.0,363,91,0,19,7,17,25,8,0,1,6,5,1,0,1,1,1,1,21059,3207,40,8.0,238,65,0,7,19,9,27,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3239,27223,2498,46,9.2,344,88,0,11,14,11,23,10,0,0,0,0,0,0,0,0,0,1,27466,3296,49,9.8,362,92,0,14,11,16,28,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
108,24994,3541,46,9.2,383,88,0,6,12,10,27,15,0,0,0,0,0,0,0,1,1,0,29173,3409,46,9.2,361,64,0,12,6,15,44,8,1,0,3,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
21098,29333,2722,49,9.8,324,72,0,13,17,16,32,6,0,0,1,1,0,0,0,1,1,0,30148,2028,47,9.4,323,71,0,17,13,16,32,8,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
16150,28151,2117,46,9.2,335,68,0,13,17,8,30,6,1,0,1,1,0,0,0,1,1,1,31418,1858,49,9.8,384,77,0,17,13,18,26,12,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
19398,24698,1643,44,8.8,313,76,0,7,16,6,29,4,1,0,1,0,0,1,0,0,0,0,29218,2880,48,9.6,351,102,0,16,7,18,54,5,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14728,27957,3887,48,9.6,333,106,0,12,17,16,41,10,1,0,1,1,0,0,0,1,1,1,30057,4717,49,9.8,377,81,0,17,12,22,27,17,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
23842,29773,4590,47,9.4,350,76,0,17,6,21,23,9,0,0,1,0,0,1,0,1,2,1,23339,2264,42,8.4,283,75,0,6,17,13,29,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
11319,26098,4698,46,9.2,372,83,0,10,6,14,29,13,0,0,1,1,0,0,0,1,2,1,24183,3908,45,9.0,337,85,0,6,10,9,104,8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
18374,28008,1573,47,9.4,368,92,0,12,11,10,26,10,1,0,1,0,0,1,0,1,2,1,26063,1208,48,9.6,357,80,0,11,12,21,35,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
3534,24109,2219,47,9.4,386,116,0,3,9,2,63,12,0,0,0,0,0,0,0,0,1,0,27770,2112,47,9.4,366,79,0,9,3,14,36,7,1,0,2,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4394,30107,8012,47,9.4,371,73,0,17,12,22,22,12,0,0,1,0,0,1,0,1,1,0,25147,1822,43,8.6,320,63,0,12,17,15,30,10,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
11330,24726,1691,46,9.2,323,92,0,7,12,7,27,5,0,0,0,0,0,0,0,0,0,0,26711,1066,49,9.8,328,92,0,12,7,17,29,6,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
14966,31595,1667,50,10.0,356,68,0,22,12,25,37,13,0,0,0,0,0,0,0,0,1,0,25770,2700,44,8.8,292,60,0,12,22,15,40,6,1,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
26486,23836,2996,45,9.0,387,74,0,4,5,5,29,10,0,0,0,0,0,0,0,0,0,0,23714,3154,45,9.0,383,85,0,5,4,9,33,10,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
3567,30186,3226,49,9.8,373,88,0,14,10,22,51,7,1,0,3,2,0,1,0,1,1,1,27317,2782,45,9.0,418,73,0,10,14,18,29,11,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
21234,22574,3364,43,8.6,330,71,0,7,9,5,35,8,0,0,0,0,0,0,0,0,0,1,26596,3043,48,9.6,362,99,0,9,7,13,31,8,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7433,30325,3245,46,9.2,359,80,0,14,20,9,25,7,0,0,2,0,2,0,0,0,0,2,30631,3212,49,9.8,344,91,0,20,14,25,27,3,1,0,2,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
17745,44064,3069,67,13.4,155,0,0,30,45,58,0,0,0,0,0,0,0,0,0,0,0,0,50363,8413,74,14.8,169,0,0,45,30,124,40,0,1,1,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22567,28608,1983,49,9.8,378,92,0,13,5,13,28,13,1,0,2,0,1,1,0,1,1,1,21998,3901,44,8.8,336,83,0,5,13,6,115,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
11317,27216,6231,46,9.2,290,76,0,16,21,15,36,7,0,0,0,0,0,0,0,0,0,0,31177,5337,48,9.6,329,90,0,21,16,22,29,10,1,0,2,0,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
5494,31551,3346,48,9.6,369,84,0,19,6,21,62,9,0,1,3,3,0,0,1,1,1,1,21789,4389,41,8.2,245,56,0,6,19,8,26,9,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
24082,29646,4101,49,9.8,393,87,0,16,7,13,41,15,1,0,1,0,0,1,0,0,1,1,22641,1831,43,8.6,343,62,0,7,16,7,42,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
4299,43065,5505,68,13.6,162,0,0,22,22,56,0,0,0,0,0,0,0,0,0,0,0,0,45136,7118,67,13.4,174,0,0,22,22,43,0,0,1,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17583,26785,4427,47,9.4,370,75,0,13,8,18,25,10,0,0,0,0,0,0,0,0,1,0,26495,2850,46,9.2,363,112,0,8,13,10,66,8,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
5872,23780,2815,44,8.8,333,56,0,8,19,12,78,11,0,0,0,0,0,0,0,0,0,0,32820,5095,49,9.8,390,86,0,19,8,23,82,20,1,0,2,0,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
4838,66824,9584,74,14.8,335,24,0,55,44,61,37,0,1,0,3,1,2,0,0,1,2,0,62082,2684,68,13.6,338,31,0,44,55,46,36,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
7598,23465,4490,44,8.8,347,94,0,5,12,6,75,13,0,0,0,0,0,0,0,1,1,0,26388,2030,45,9.0,354,64,0,12,5,13,69,19,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1789,28018,5338,49,9.8,372,79,0,13,4,21,28,7,1,0,2,0,2,0,0,1,1,1,22010,3360,44,8.8,331,72,0,4,13,8,34,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
21505,24002,1442,46,9.2,363,90,0,6,7,5,36,14,0,0,1,0,0,1,0,1,2,1,26965,4380,48,9.6,397,101,0,7,6,5,85,21,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
13739,31829,8078,50,10.0,345,79,0,24,3,28,33,6,1,0,6,5,0,1,0,1,1,1,19289,3614,37,7.4,261,36,0,3,24,4,17,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
13662,28233,5853,46,9.2,334,81,0,16,14,17,66,8,0,0,1,0,1,0,0,1,1,0,25823,2093,43,8.6,308,58,0,14,16,16,47,10,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7195,21997,1952,42,8.4,301,66,0,5,15,7,23,13,0,0,0,0,0,0,0,0,0,0,28572,1422,49,9.8,373,87,0,15,5,14,39,10,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17788,24044,7434,52,10.4,128,12,0,14,3,21,124,0,0,0,0,0,0,0,0,0,0,0,18795,4145,45,9.0,134,12,0,3,14,2,123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14746,27833,4623,48,9.6,332,77,0,15,11,23,38,6,1,0,1,0,1,0,0,1,2,1,25563,1864,45,9.0,311,67,0,11,15,15,98,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7464,25652,5407,45,9.0,354,71,0,9,10,23,38,15,0,0,0,0,0,0,0,1,1,0,27300,3095,46,9.2,373,100,0,10,9,13,39,12,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9230,25152,2192,45,9.0,404,77,0,7,5,10,30,11,1,0,1,0,0,1,0,1,1,1,23549,4244,48,9.6,374,91,0,5,7,8,23,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
22934,26950,1575,44,8.8,328,73,0,14,26,19,32,9,0,0,0,0,0,0,0,0,1,0,36212,5118,51,10.2,355,85,0,26,14,43,24,15,1,0,3,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6330,26505,1480,48,9.6,343,73,0,11,12,14,26,12,0,0,0,0,0,0,0,1,1,0,28621,2191,48,9.6,378,90,0,12,11,19,32,7,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10,4918,2918,12,2.4,38,12,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,4834,2334,13,2.6,48,20,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10839,25789,2809,45,9.0,361,61,0,8,10,13,27,15,1,0,1,0,1,0,0,1,1,1,25768,5484,47,9.4,333,88,0,10,8,15,47,12,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5868,28904,3814,47,9.4,396,94,0,13,5,23,28,8,1,0,1,0,0,1,0,1,1,1,23130,3245,44,8.8,378,84,0,5,13,4,98,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8855,47032,4917,72,14.4,200,0,0,27,27,80,0,0,0,0,2,2,0,0,1,0,0,0,46851,3576,71,14.2,168,0,0,27,27,65,0,0,1,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24165,31657,6132,48,9.6,379,87,0,16,10,18,41,8,1,0,1,1,0,0,0,1,1,1,25322,1847,45,9.0,329,79,0,10,16,13,25,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
11457,28426,2806,46,9.2,338,77,0,15,13,19,30,5,0,0,1,0,0,1,0,1,2,0,28602,3022,46,9.2,320,68,0,13,15,14,96,8,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
23852,32749,8089,49,9.8,422,95,0,13,6,17,35,13,0,0,2,1,0,1,0,1,2,1,23838,2055,46,9.2,369,72,0,6,13,10,33,5,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
17164,25916,1711,47,9.4,365,62,0,10,17,11,66,13,0,0,0,0,0,0,0,0,0,0,29620,730,47,9.4,341,71,0,17,10,25,75,10,1,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
20149,27203,1878,45,9.0,350,72,0,15,10,18,40,13,1,0,1,0,0,1,0,1,1,0,25363,4383,46,9.2,339,85,0,10,15,10,35,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
25466,25624,2999,44,8.8,374,92,0,7,12,5,39,9,1,0,1,0,1,0,0,0,0,1,26301,2496,46,9.2,346,76,0,12,7,15,31,8,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
15462,25079,1169,46,9.2,324,76,0,8,7,21,26,10,1,0,1,1,0,0,0,0,0,1,23663,2673,45,9.0,348,84,0,7,8,13,47,8,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
10585,45095,1515,71,14.2,152,0,0,23,51,49,4,0,0,0,0,0,0,0,0,0,0,0,52418,6223,78,15.6,184,0,0,51,23,112,0,0,1,1,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18878,48386,6086,75,15.0,163,0,0,43,32,96,67,0,0,0,0,0,0,0,0,0,0,0,46918,4733,72,14.4,176,0,0,32,43,65,32,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8515,24944,4539,47,9.4,307,93,0,10,9,20,25,2,0,0,0,0,0,0,0,0,0,0,25645,3240,46,9.2,316,103,0,9,10,7,25,5,1,0,1,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
1344,26514,3609,46,9.2,248,65,0,15,30,15,45,11,0,0,0,0,0,0,0,1,1,1,33087,2509,49,9.8,301,85,0,30,15,27,97,12,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
372,25322,1752,45,9.0,330,86,0,10,11,12,33,8,0,0,0,0,0,0,0,0,0,1,25659,2764,47,9.4,401,68,0,11,10,7,26,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
15806,26624,766,46,9.2,372,90,0,9,8,8,37,5,1,0,2,0,1,1,0,1,2,1,24439,3091,45,9.0,356,59,0,8,9,10,43,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
909,51802,1822,78,15.6,167,0,0,51,44,104,0,0,1,0,2,2,0,0,0,0,0,0,52793,3288,77,15.4,144,0,0,44,51,110,30,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14915,23823,2168,46,9.2,354,76,0,7,17,7,33,13,0,0,0,0,0,0,0,0,1,0,29686,4571,48,9.6,370,68,0,17,7,18,33,10,1,0,2,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
18695,28766,2031,47,9.4,398,107,0,10,10,10,38,10,1,0,2,0,1,1,0,1,1,0,25844,3749,46,9.2,327,71,0,10,10,15,27,6,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
16880,23206,3236,45,9.0,397,89,0,4,5,7,40,10,0,0,0,0,0,0,0,0,1,0,24957,4087,46,9.2,392,105,0,5,4,2,44,14,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
21221,27075,2825,46,9.2,331,82,0,12,18,11,66,12,0,0,1,1,0,0,0,1,1,1,30448,5708,45,9.0,360,49,0,18,12,23,44,19,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19912,31551,2540,48,9.6,374,100,0,14,9,21,42,12,1,0,3,1,1,1,0,0,1,1,24512,1672,44,8.8,326,49,0,9,14,11,28,12,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
16210,23723,4433,43,8.6,309,64,0,9,20,8,33,5,0,0,0,0,0,0,0,0,0,0,31993,4393,47,9.4,341,105,0,20,9,44,62,10,1,0,2,1,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
