,blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragon,blueRiftHeralds,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragon,redRiftHeralds,blue_top_lane_first_tower,blue_mid_lane_first_tower,blue_bot_lane_first_tower,red_top_lane_first_tower,red_mid_lane_first_tower,red_bot_lane_first_tower,blue_earth_dragon,blue_air_dragon,blue_fire_dragon,blue_water_dragon,blue_elder_dragon,red_earth_dragon,red_air_dragon,red_fire_dragon,red_water_dragon,red_elder_dragon,blueWins
12291,29665,1930,47,9.4,343,65,0,17,10,28,33,12,1,0,1,0,1,0,0,0,0,0,23481,2406,43,8.6,259,65,0,10,17,11,25,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
12194,30174,2491,48,9.6,384,92,0,13,10,17,46,11,0,0,1,1,0,0,0,0,0,1,25458,2908,45,9.0,376,85,0,10,13,10,62,7,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2487,24788,4348,46,9.2,369,81,0,7,6,13,31,7,0,0,1,0,0,1,0,0,0,0,24848,5026,46,9.2,368,93,0,6,7,8,30,5,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
14263,30191,2730,45,9.0,333,45,0,15,19,18,31,12,1,0,2,0,2,0,0,1,1,1,31572,4357,48,9.6,371,83,0,19,15,28,34,11,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
16790,26335,5365,47,9.4,346,80,0,13,13,17,43,11,0,0,0,0,0,0,0,0,0,0,28811,3171,46,9.2,383,64,0,13,13,15,39,7,1,0,2,0,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
14176,27604,3996,49,9.8,345,81,0,15,13,20,130,7,0,0,0,0,0,0,0,1,2,1,28814,3999,49,9.8,400,90,0,13,15,18,64,14,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7387,28186,4101,47,9.4,371,94,0,11,12,15,39,6,1,0,1,0,1,0,0,0,1,1,28739,2894,49,9.8,405,94,0,12,11,8,49,12,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
25535,30501,2606,47,9.4,340,103,0,16,11,23,35,8,1,0,2,1,0,1,0,1,2,0,24802,2577,44,8.8,341,55,0,11,16,10,26,7,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
10700,4337,1987,11,2.2,28,16,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,5110,2610,13,2.6,40,8,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7115,28731,2041,47,9.4,402,96,0,10,7,16,35,13,1,0,1,0,0,1,0,1,2,1,26036,3171,48,9.6,389,83,0,7,10,8,33,11,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
11487,36261,2211,61,12.2,193,75,0,13,18,24,127,2,0,0,2,1,0,1,0,1,1,1,39845,10920,66,13.2,243,8,0,18,13,43,23,6,1,0,6,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19659,25502,3512,46,9.2,336,86,0,10,13,11,31,12,0,0,0,0,0,0,0,0,0,1,27565,4155,50,10.0,400,104,0,13,10,12,31,11,1,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
24790,22233,3738,42,8.4,288,51,0,6,10,7,24,3,0,0,0,0,0,0,0,0,0,0,25711,5076,47,9.4,368,61,0,10,6,6,24,5,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15644,29705,3507,48,9.6,396,100,0,12,15,13,38,10,1,0,1,1,0,0,0,1,1,1,27492,3545,45,9.0,357,72,0,15,12,19,52,12,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
24205,45084,2144,50,10.0,290,49,0,25,37,22,238,8,0,0,0,0,0,0,0,1,1,0,54397,10577,57,11.4,318,30,0,37,25,33,43,4,1,1,8,5,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3800,31202,5848,48,9.6,393,77,0,17,12,24,41,7,1,0,2,1,1,0,0,1,1,1,26308,4809,47,9.4,353,57,0,12,17,17,35,14,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
15279,26795,3880,47,9.4,350,86,0,12,17,15,32,14,0,0,0,0,0,0,0,1,1,0,32520,3527,49,9.8,405,83,0,17,12,24,44,14,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7700,23140,3525,43,8.6,300,78,0,7,11,14,46,19,0,0,0,0,0,0,0,0,0,0,26406,3681,45,9.0,356,81,0,11,7,11,39,19,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
15918,27701,1396,48,9.6,394,74,0,11,8,9,65,8,1,0,2,1,1,0,0,1,1,1,23967,2022,43,8.6,325,80,0,8,11,12,65,15,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
21629,23944,2349,48,9.6,371,92,0,6,12,11,39,7,0,0,0,0,0,0,0,1,2,0,28708,2992,49,9.8,393,91,0,12,6,14,35,6,1,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
20604,31472,6469,51,10.2,347,67,0,20,11,29,27,10,0,0,1,0,0,1,0,1,1,1,26505,991,43,8.6,327,60,0,11,20,10,33,6,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
14834,32677,4864,47,9.4,351,79,0,20,13,22,36,12,1,0,3,1,1,1,0,0,1,1,25901,3856,42,8.4,305,58,0,13,20,15,40,11,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
7648,23911,2086,44,8.8,367,79,0,4,10,7,31,6,0,0,0,0,0,0,0,1,1,1,26864,3059,46,9.2,411,76,0,10,4,14,34,11,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
25605,27212,2202,46,9.2,345,74,0,12,13,17,79,14,1,0,1,0,1,0,0,0,0,1,27702,5162,46,9.2,363,98,0,13,12,17,109,14,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8506,28819,5419,48,9.6,360,79,0,15,5,15,72,7,1,0,1,1,0,0,0,0,1,1,20077,1852,42,8.4,290,64,0,5,15,7,25,21,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1983,24418,2411,44,8.8,299,76,0,9,24,14,48,12,0,0,0,0,0,0,0,0,0,0,34295,4755,50,10.0,403,91,0,24,9,23,36,11,1,0,4,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19380,25564,2219,44,8.8,333,87,0,7,15,9,24,12,1,0,1,0,0,1,0,1,1,1,25999,3454,46,9.2,316,76,0,15,7,15,49,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
26047,27800,2365,47,9.4,319,92,0,14,14,15,29,13,1,0,1,0,1,0,0,1,1,1,26960,3700,44,8.8,349,62,0,14,14,21,31,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
12543,27176,1490,47,9.4,334,126,0,10,14,11,41,11,0,0,1,0,1,0,0,0,0,1,29137,3427,49,9.8,347,72,0,14,10,16,102,8,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1540,23209,3329,45,9.0,345,77,0,6,4,12,29,6,0,0,0,0,0,0,0,0,0,0,23758,4098,47,9.4,386,102,0,4,6,11,29,14,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
9272,25354,3984,45,9.0,341,79,0,8,18,10,28,6,0,0,0,0,0,0,0,0,0,0,32301,4121,51,10.2,410,88,0,18,8,25,27,10,1,0,3,1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
20983,25447,1652,44,8.8,273,87,0,10,16,14,52,8,1,0,2,0,1,1,0,0,0,1,28621,3206,48,9.6,372,76,0,16,10,15,100,13,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8849,30428,5421,47,9.4,314,84,0,20,14,54,30,10,0,0,0,0,0,0,0,0,0,0,25205,1985,42,8.4,289,65,0,14,20,22,31,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
22213,27183,2493,46,9.2,311,97,0,14,10,14,37,12,0,0,1,0,0,1,0,0,0,1,25967,1277,43,8.6,351,90,0,10,14,15,28,6,1,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
751,24537,2277,45,9.0,387,68,0,8,11,13,31,18,0,0,0,0,0,0,0,1,1,0,28500,1015,48,9.6,390,84,0,11,8,16,105,10,1,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9961,22827,2227,39,7.8,242,53,0,9,29,12,27,8,0,0,0,0,0,0,0,0,0,0,35566,5706,47,9.4,325,76,0,29,9,31,38,8,1,0,4,2,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
24605,28932,3086,46,9.2,381,72,0,9,11,16,36,12,1,0,3,1,1,1,0,0,0,1,27689,3374,47,9.4,352,104,0,11,9,17,46,14,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20091,48739,4346,73,14.6,176,0,0,34,38,71,0,0,0,1,2,2,0,0,1,0,0,0,47579,4454,72,14.4,165,0,0,38,34,92,88,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17913,26349,3279,43,8.6,347,72,0,10,6,12,43,13,0,0,1,0,1,0,0,1,1,1,25959,4387,44,8.8,369,77,0,6,10,14,29,14,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
13814,27624,4217,48,9.6,363,112,0,10,8,13,77,8,1,0,1,0,1,0,0,1,1,1,25133,4423,47,9.4,357,55,0,8,10,17,60,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
22749,59871,3211,66,13.2,331,45,0,38,67,40,34,1,1,0,2,1,1,0,0,0,1,0,72605,11510,73,14.6,321,73,0,67,38,60,51,0,0,0,6,2,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
10949,50778,3088,76,15.2,183,0,0,43,34,83,47,0,1,0,2,2,0,0,0,0,0,0,48100,3675,75,15.0,180,0,0,34,43,68,44,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2086,28871,4956,48,9.6,329,67,0,18,15,27,31,13,0,0,0,0,0,0,0,1,2,0,30390,3805,47,9.4,351,77,0,15,18,14,58,10,1,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
16159,22942,2242,44,8.8,310,67,0,7,8,7,37,10,0,0,1,0,1,0,0,0,0,0,26049,3499,46,9.2,380,84,0,8,7,13,97,17,1,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9729,27371,2833,47,9.4,391,84,0,12,12,13,41,7,0,0,0,0,0,0,0,0,1,0,28559,3146,48,9.6,373,92,0,12,12,20,37,16,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
16051,32546,1364,49,9.8,347,85,0,21,9,30,32,10,1,0,2,1,0,1,0,1,1,1,21863,4523,42,8.4,267,71,0,9,21,4,21,5,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
9538,25214,3164,46,9.2,349,89,0,10,11,10,52,12,0,0,0,0,0,0,0,0,0,0,27753,2553,48,9.6,388,115,0,11,10,11,31,9,1,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
14061,27845,4458,47,9.4,358,72,0,13,15,12,25,11,1,0,1,0,1,0,0,0,0,1,28243,4808,48,9.6,331,78,0,15,13,18,26,10,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
15919,23285,1750,47,9.4,341,71,0,3,5,6,80,15,0,0,0,0,0,0,0,0,0,1,24408,1809,44,8.8,377,85,0,5,3,4,63,19,1,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14432,25989,3421,45,9.0,336,89,0,7,14,4,67,7,1,0,2,1,1,0,0,0,1,1,28003,3518,48,9.6,338,78,0,14,7,24,67,9,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
20375,15538,2993,32,6.4,191,52,0,2,14,1,18,5,0,0,0,0,0,0,0,0,0,0,28087,9312,42,8.4,316,57,0,14,2,23,41,8,1,1,6,5,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20574,29559,9934,47,9.4,320,106,0,17,13,14,48,8,0,0,0,0,0,0,0,1,2,0,23905,6130,44,8.8,279,55,0,13,17,8,23,8,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2364,27013,3173,48,9.6,331,78,0,9,8,14,98,7,1,0,2,1,0,1,0,1,2,0,24719,2629,46,9.2,333,69,0,8,9,8,30,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
47,27996,2876,47,9.4,359,90,0,10,10,10,27,11,0,0,1,0,1,0,0,1,2,1,27025,3012,47,9.4,380,85,0,10,10,13,48,8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
22768,50717,1434,74,14.8,161,0,0,44,21,126,0,0,0,1,3,3,0,0,1,0,0,0,43145,3025,68,13.6,141,0,0,21,44,47,24,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15276,28574,6154,48,9.6,352,82,0,14,7,21,80,10,1,0,2,0,2,0,0,0,1,1,23526,3461,45,9.0,340,70,0,7,14,9,68,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
26411,27842,2302,47,9.4,398,90,0,10,6,13,32,11,1,0,1,1,0,0,0,1,2,1,24792,2052,46,9.2,378,74,0,6,10,8,30,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
13651,23364,1903,45,9.0,360,84,0,6,13,4,33,5,0,0,0,0,0,0,0,0,0,1,28683,3798,47,9.4,394,77,0,13,6,19,33,10,1,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26372,24847,942,45,9.0,360,69,0,10,13,10,31,9,0,0,0,0,0,0,0,1,1,1,28602,2967,48,9.6,347,87,0,13,10,22,33,10,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2758,25747,2882,45,9.0,345,76,0,8,17,16,35,12,1,0,1,0,1,0,0,0,0,1,29240,5225,49,9.8,369,88,0,17,8,31,125,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19471,30199,6079,44,8.8,308,73,0,18,5,20,17,7,1,1,6,5,0,1,1,1,1,1,15992,1392,29,5.8,125,28,0,5,18,5,22,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3289,26435,3260,44,8.8,297,90,0,10,19,7,17,1,0,0,1,0,0,1,0,0,0,1,27696,2688,49,9.8,289,43,0,19,10,19,158,3,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18424,28698,4473,49,9.8,385,92,0,15,2,14,36,8,1,0,1,0,0,1,0,1,2,1,21287,4792,43,8.6,353,76,0,2,15,2,55,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
4755,26128,2748,47,9.4,430,95,0,5,10,3,28,13,0,0,0,0,0,0,0,0,1,0,26127,4057,49,9.8,331,82,0,10,5,8,33,10,1,0,2,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
17623,25530,5218,47,9.4,317,84,0,8,18,12,78,7,0,0,0,0,0,0,0,1,2,0,28066,2118,45,9.0,323,71,0,18,8,22,60,12,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
17651,29530,2588,49,9.8,356,70,0,15,9,21,36,7,1,0,2,1,1,0,0,1,2,1,26313,4300,46,9.2,392,78,0,9,15,10,39,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
17460,21002,1657,42,8.4,329,80,0,2,17,1,30,7,0,0,0,0,0,0,0,0,0,0,32469,4588,51,10.2,439,82,0,17,2,27,40,13,1,0,4,3,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25872,26816,3371,49,9.8,353,93,0,12,9,22,113,16,0,0,0,0,0,0,0,0,0,0,25291,2146,44,8.8,356,78,0,9,12,11,71,13,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
19879,24777,1835,44,8.8,358,80,0,6,17,5,53,12,0,0,0,0,0,0,0,0,0,1,27861,6060,48,9.6,333,67,0,17,6,31,29,7,1,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13504,24231,3061,45,9.0,389,73,0,7,10,13,38,20,0,0,0,0,0,0,0,0,1,0,25450,5870,47,9.4,368,68,0,10,7,22,58,17,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
13218,27731,2281,45,9.0,339,120,0,12,13,12,66,7,1,0,1,0,1,0,0,0,0,1,25950,2513,46,9.2,308,75,0,13,12,14,93,12,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17990,23889,3394,46,9.2,350,76,0,8,8,10,67,14,0,0,0,0,0,0,0,0,1,0,26050,3340,45,9.0,365,78,0,8,8,5,78,11,1,0,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
17177,26523,3142,45,9.0,303,84,0,11,7,16,38,8,1,0,1,0,0,1,0,1,1,1,25158,1835,45,9.0,356,95,0,7,11,10,28,11,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1871,23306,4271,44,8.8,327,59,0,8,11,14,25,5,0,0,0,0,0,0,0,0,0,0,25091,2646,43,8.6,292,91,0,11,8,27,118,5,1,0,1,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
25269,23967,3455,47,9.4,371,92,0,6,5,13,92,10,0,0,0,0,0,0,0,1,1,0,24742,4727,47,9.4,401,81,0,5,6,4,23,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
14493,26338,4765,48,9.6,447,88,0,6,6,6,179,17,0,0,0,0,0,0,0,0,1,0,25154,2704,48,9.6,379,105,0,6,6,9,36,12,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
418,21787,2012,40,8.0,329,68,0,4,13,2,31,2,0,0,0,0,0,0,0,0,0,0,29792,2442,48,9.6,391,111,0,13,4,12,24,6,1,0,3,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1213,29161,5178,47,9.4,315,74,0,16,12,19,36,16,0,0,1,0,0,1,0,1,2,1,26425,3890,47,9.4,359,82,0,12,16,14,106,10,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
9857,23275,2160,45,9.0,359,82,0,5,9,5,69,9,0,0,0,0,0,0,0,0,0,0,23930,1160,44,8.8,321,80,0,9,5,12,70,9,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23721,33029,3239,49,9.8,400,85,0,18,4,25,30,9,1,0,4,2,1,1,0,0,0,0,22102,3282,44,8.8,333,78,0,4,18,3,23,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7160,26714,3734,46,9.2,307,81,0,12,9,11,22,11,1,0,1,0,0,1,0,0,1,0,26005,2257,43,8.6,328,71,0,9,12,9,31,6,0,0,3,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2499,24105,3810,45,9.0,333,66,0,7,20,18,35,13,0,0,0,0,0,0,0,0,0,0,32383,3303,51,10.2,391,112,0,20,7,26,29,10,1,0,1,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
16041,24670,1453,44,8.8,290,93,0,8,23,6,25,3,0,0,0,0,0,0,0,1,2,0,31552,6462,49,9.8,323,82,0,23,8,29,26,3,1,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
22364,27726,3201,49,9.8,372,99,0,12,7,9,73,18,0,0,0,0,0,0,0,1,1,0,24498,3538,46,9.2,350,81,0,7,12,7,36,16,1,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
24060,28132,5359,47,9.4,359,87,0,13,9,20,40,12,1,0,1,0,0,1,0,1,2,0,24952,4187,45,9.0,334,74,0,9,13,13,32,6,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
24385,22990,2925,43,8.6,311,67,0,6,8,7,25,1,0,0,0,0,0,0,0,0,0,0,26916,4128,45,9.0,340,91,0,8,6,17,28,6,1,0,3,1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
14771,20580,2959,41,8.2,296,55,0,4,12,8,27,4,0,0,0,0,0,0,0,0,0,0,28727,2372,47,9.4,388,93,0,12,4,11,32,10,1,0,3,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2912,28466,4941,48,9.6,370,109,0,13,8,15,27,13,1,0,1,0,0,1,0,1,1,1,25382,2022,46,9.2,364,72,0,8,13,8,32,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
15843,26847,2182,46,9.2,319,85,0,10,9,19,24,12,1,0,1,0,1,0,0,0,0,0,24917,1347,47,9.4,361,102,0,9,10,5,39,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6369,31256,5383,48,9.6,365,87,0,15,9,27,27,5,1,0,3,2,0,1,0,1,2,1,25102,1087,43,8.6,310,66,0,9,15,13,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1038,23702,2527,45,9.0,350,56,0,8,16,10,38,4,0,0,0,0,0,0,0,0,0,0,28755,3890,50,10.0,383,71,0,16,8,20,102,11,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7931,24380,3413,45,9.0,399,101,0,3,1,1,57,3,1,0,1,0,0,1,0,0,1,1,22203,2048,47,9.4,394,106,0,1,3,0,94,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
24331,28184,1959,46,9.2,353,59,0,14,17,20,38,12,0,0,0,0,0,0,0,0,0,0,29000,2150,45,9.0,361,72,0,17,14,20,43,14,1,0,2,0,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
26315,37473,1723,44,8.8,233,20,0,21,40,19,20,6,0,0,0,0,0,0,0,0,0,0,46889,5071,48,9.6,264,10,0,40,21,46,39,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21560,24048,3258,45,9.0,363,83,0,7,11,7,61,8,0,0,0,0,0,0,0,0,0,0,27537,4453,48,9.6,376,79,0,11,7,14,141,15,1,0,1,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
23108,27512,4917,46,9.2,386,75,0,13,8,17,38,22,1,0,1,0,0,1,0,1,2,1,24727,2397,47,9.4,356,76,0,8,13,9,62,11,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
20676,25991,1931,45,9.0,386,76,0,9,10,8,28,10,0,0,1,0,0,1,0,0,0,1,26246,2661,48,9.6,349,99,0,10,9,12,65,7,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21402,31499,4739,49,9.8,358,71,0,20,10,26,42,6,1,0,3,1,1,1,0,0,1,1,24306,2673,45,9.0,305,81,0,10,20,11,29,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
26445,25567,4622,46,9.2,369,73,0,9,9,17,32,5,1,0,1,0,0,1,0,1,1,0,25819,5295,46,9.2,365,95,0,9,9,10,23,10,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
5736,26007,1977,48,9.6,377,110,0,7,4,4,28,14,1,0,1,1,0,0,0,0,0,1,22900,1702,45,9.0,373,76,0,4,7,2,27,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
23248,26297,2747,47,9.4,368,69,0,8,8,5,24,5,1,0,1,0,1,0,0,0,0,1,24440,3045,46,9.2,368,74,0,8,8,12,28,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
